GCAM_commodity,GCAM_region_ID,contentN,contentP
SugarCrop,18,0.002702084508602741,0.0027020845086027406
SugarCrop,19,0.0014999966205614696,0.0014999966205614696
SugarCrop,20,0.002559996879572509,0.0025599968795725096
SugarCrop,21,2.4600558221044382e-5,2.4600558221044386e-5
SugarCrop,22,0.01597859059367231,0.01597859059367231
SugarCrop,23,0.001,0.001
SugarCrop,24,0.0256,0.0256
SugarCrop,25,0.010848714311716573,0.010848714311716575
SugarCrop,26,0.02206604133898276,0.02206604133898276
SugarCrop,27,0.0026194972874933123,0.0026194972874933123
SugarCrop,29,0.0018566748574279947,0.0018566748574279947
SugarCrop,31,0.0176,0.0176
SugarCrop,32,0.0012805015175263938,0.0012805015175263938
Vegetables,1,0.015451985492849579,0.015451985492849579
Vegetables,2,0.013251369994305555,0.013251369994305555
Vegetables,3,0.007274402920251517,0.007274402920251517
Vegetables,4,0.01826181496740516,0.01826181496740516
Vegetables,5,0.015899776826794193,0.015899776826794193
Vegetables,6,0.016779752834843682,0.016779752834843682
Vegetables,7,0.013879473190394849,0.013879473190394849
Vegetables,8,0.018461311572150307,0.018461311572150307
Vegetables,9,0.012271933651892705,0.012271933651892705
Vegetables,10,0.022402078989673765,0.022402078989673765
Vegetables,11,0.008784947343415585,0.008784947343415585
Vegetables,12,0.01025640705272376,0.01025640705272376
Vegetables,13,0.007631573383199416,0.007631573383199416
Vegetables,14,0.01050901527033171,0.01050901527033171
Vegetables,15,0.009089948079919702,0.009089948079919702
Vegetables,16,0.0074001589217209595,0.0074001589217209595
Vegetables,17,0.009564910527900013,0.009564910527900013
Vegetables,18,0.010710906047924403,0.010710906047924403
Vegetables,19,0.013852138387939769,0.013852138387939769
Vegetables,20,0.006644976534243897,0.006644976534243897
Vegetables,21,0.010623925352300057,0.010623925352300057
Vegetables,22,0.005832885881782745,0.005832885881782745
Vegetables,23,0.0077035179053240345,0.0077035179053240345
Vegetables,24,0.0068376880884675586,0.0068376880884675586
Vegetables,25,0.025065786609421537,0.025065786609421537
Vegetables,26,0.020866988976696647,0.020866988976696647
Vegetables,27,0.00931158848898753,0.00931158848898753
Vegetables,29,0.008325156791843593,0.008325156791843593
Vegetables,31,0.021288011690683912,0.021288011690683912
Vegetables,32,0.0049923291887800265,0.0049923291887800265
Wheat,1,0.0016,0.0016
Wheat,2,0.010352552421166644,0.010352552421166644
Wheat,3,0.0036180184740551794,0.0036180184740551794
Wheat,4,0.0015628284178146271,0.0015628284178146271
Wheat,5,0.023409376409176195,0.023409376409176195
Wheat,6,0.015771250867864246,0.015771250867864246
Wheat,7,5e-4,5e-4
Wheat,8,0.0176,0.0176
Wheat,9,0.02992287715841611,0.02992287715841611
Wheat,10,0.004747246146532685,0.004747246146532685
Wheat,11,0.03744,0.03744
Wheat,12,0.005672274828906561,0.005672274828906561
Wheat,13,0.010563245228796533,0.010563245228796533
Wheat,14,0.03024225876595847,0.03024225876595847
Wheat,15,0.002557281323711999,0.002557281323711999
Wheat,16,0.037167846642284945,0.037167846642284945
Wheat,17,0.0352,0.0352
Wheat,18,0,0
Wheat,19,0.00144,0.00144
Wheat,20,0.0038,0.0038
Wheat,21,0.005317654412228983,0.005317654412228983
Wheat,22,0.0152,0.0152
Wheat,23,0.0176,0.0176
Wheat,24,0.016,0.016
Wheat,25,0,0
Wheat,26,0.014475399691938177,0.014475399691938177
Wheat,27,0.0014581153233420108,0.0014581153233420108
Wheat,29,1.2256931264516288e-4,1.2256931264516288e-4
Wheat,31,0.0018,0.0018
Wheat,32,0.0176,0.0176
NA,1,0,0
NA,2,0,0
NA,3,0,0
NA,4,0,0
NA,5,0.022378193078755104,0.022378193078755104
NA,6,0,0
NA,7,3.2e-4,3.2e-4
NA,8,0,0
NA,9,0.0025612112679285954,0.0025612112679285954
NA,10,0,0
NA,11,0.0152,0.0152
NA,12,0,0
NA,13,0,0
NA,14,0,0
NA,15,0,0
NA,16,0,0
NA,17,0.00144,0.00144
NA,18,0.016,0.016
NA,19,0,0
NA,20,0.01952,0.01952
NA,21,0,0
NA,22,0,0
NA,23,0,0
NA,24,0,0
NA,25,0,0
NA,26,0.00272,0.00272
NA,27,0.012637020516586434,0.012637020516586434
NA,29,0.01927124293392697,0.019271242933926975
NA,31,0,0
NA,32,0,0
